parasitic diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018355359765051394,0,0.00020056157240272765,0,0,0,0,0,0,0,6.161429451632779e-05,5.7716586045709134e-05,0,0.00011649677553567717,4.882335709403379e-05,8.312740408231126e-05,0.00013638843426077473,0,7.130124777183601e-05,4.423213021939136e-05,0,0.00017186879931977973,7.682370058197873e-05,0,0,3.793482796555516e-05,7.688759034291866e-05,0,0.00014582595347738817,4.2647560559536004e-05,0.0002650005119175269,5.430650591940915e-05,0,0.00017722452220268815,0,0.00011960291831120679,0.00024813657200250286,0,6.315523556902867e-05,0,3.409710856519368e-05,6.966213862765588e-05,4.127966976264191e-05,0,0,0,0,0,0,5.5233360950013806e-05,0,4.4302675881623235e-05,2.399002015161694e-05,0,0,0.00011430557079629834,0,5.279691666006705e-05,0,3.067108330266226e-05,0.00017315523081021426,0,2.3262305759746906e-05,0
acute disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004552666068841829,0,0.001488095238095238,0.00028756290438533436,0.0005197132616487455,0.0006195382809443068,0,0.0004195510803440319,0.00029231218941829873,0.0003610108303249098,0,0.0008281573498964803,0,0,0,0,0.0003198464736926276,0.0001155268022181146,4.7011259196577586e-05,0,0.00011041589988958409,0,0,0.00028202227037613375,0.0002484854979810746,8.13501607152401e-05,0.0003745584647780424,0.00017504389082482393,0.0003142327363780651,0.00022285667351172679,0.0002664947792667755,5.091131249363611e-05,0.000157964514400158,0.00023241021626382226,0.00015406624848684933,0.0004745377041745111,0.0004445869722225915,0.0002749234137071419,0.0001995764092538286,0.00015562047230200667,0.0001763964646060716,0.0003360094572184945,0.00035821166606124635,0.00034632451010567353,0.00044927876197955444,0.0001671756235650759,0.0001290236256594541,9.359990586523753e-05,3.6489691662105454e-05,9.259259259259257e-05,0.00020410075216146045,7.775663826619243e-05,0.00018785562263823135,0.00041903249308736863,0.00015818617009093203,0.0003045431271237723,0.00011133997661860491,0.0001916360931452274,0.00023821015857026934,0.00017111611728251206,0.00024331922550041915,0.00011517047464759885,0.00012296013544230378,0.00021242744426827265,0.00010134865065056673,3.602175714131335e-05,0.0001509024564945285,8.171008713308063e-05,0.00010023001931342566,6.092508651362285e-05,0
anus diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003337783711615487,0.0003369272237196765,0,0,0,0,0.0004998032270759543,0,0.0002811622506582719,7.736943907156673e-05,0.00022476302159679472,0.000180947799995419,0.00015165301789505612,0.00020444444444444446,0,3.941974140649639e-05,0.00033033421205563087,0,0.0001264101565436047,0,7.15307582260372e-05,0.0001215505685093733,0.0001717831809950541,5.9598307408069595e-05,0.00021658813169015404,0.0002849638219843394,8.669406627279736e-05,0.00023068050749711647,8.2802020369297e-05,0.00011246063877642827,0.00023031156036082144,0,0.00010513036164844407,6.294850812035754e-05,0.0009535972754363559,2.6143790849673215e-05,0,0,0,0,0,5.040322580645161e-05,0,0,3.797372218424849e-05,9.390830256718467e-05,0.00011641077271583185,0,2.5473812920317915e-05,7.27136006356233e-05,0,0.00014837793195921506,0,7.77501150331953e-05,7.300772907254099e-05,0.00016058689248962078,0
labyrinth diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003215951117543014,0.0002936857562408223,0,0.0002777006387114691,0,0,0.0003546099290780142,0,0.0003337783711615487,0,0,7.701786814540975e-05,3.895218619144998e-05,0.00019400523814142986,5.772005772005772e-05,9.764671418806758e-05,4.4208664898320064e-05,0.0001256332320162107,0.00019086250124422923,7.696007696007698e-05,4.4232130219391374e-05,3.4782608695652184e-05,0.00012878714704272514,0.00012337236459033179,0.00018696220209938282,0.00012668282728679623,0,0.0001481367573940233,0.00028634549698475605,0.00014127152809405736,0,0.0002562107094947058,0.00014919997942069248,0,3.898939488459141e-05,7.20876585928489e-05,0,0.0001518218623481781,0,0,0,0,3.331667499583542e-05,0,9.368559115608019e-05,0,0,0,4.0083373416706745e-05,0,0,0,6.134216660532452e-05,0,6.0827250608272516e-05,0,0,0,0,0,0,0,0,0,0
disease,0.015625,0,0,0,0,0,0,0,0,0,0.012345679012345675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02678571428571429,0,0,0,0,0,0,0,0,0,0.07563025210084034,0,0.003205128205128206,0.009615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163265306124,0,0,0,0,0,0.0014619883040935667,0,0.0033333333333333335,0,0.011885683760683762,0,0.007627118644067797,0,0,0,0,0,0.0014619883040935672,0,0,0,0.001488095238095238,0,0.002753195673549656,0,0.0049130763416477706,0.004214559386973181,0,0,0,0,0.003752160930378752,0,0,0,0.003623188405797101,0,0,0,0,0,0,0.0021683673469387755,0.0018623069081784677,0.0016633449469270365,0.0003852080123266564,0.0007552157084867366,0,0.001992791578410618,0.006423203273462916,0.0067998634920117184,0.004561553970481529,0.006262222475855944,0.0062081533813559955,0.0036007987871341913,0.003457721877621753,0.004872266125463056,0.0045423434165441055,0.004680270478688903,0.0015525477063938603,9.728572818367545e-05,0,0,0,0,0,0,0.00015635688458907454,0,8.380824673147836e-05,0,0,0,0,0,0.00015366616026682032,0,0,0.0003017655182327363,0.0001364721937905152,6.148304020644446e-05,0.000180473966552065,0.00012152695353094158,0.00018886432657758953,0,0.000433853304508025,0.0003174301245049127,0.000483358204183752,0.0002014502350277325,0.0007159166617950207,0.0002742661727878587,0.0006831842828566708,0.0005640661945411507,0.0009617525417863983,0.00029825533569055346,0,0.00021024464831804283,8.016674683341349e-05,0,0.0008583615077112539,0,4.984051036682616e-05,0,0,0,0,0,0.00010137007998732872,8.748141020033244e-05,9.712509712509714e-05,0.0001581706435285611,0,0.0005948503901420995,0.000524411696372266
disease management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012755102040816326,0.0021188291830493665,0.003269367448471926,0.003778248587570621,0.002861365010897722,0.0006516780710329099,0.0020120243219238915,0.0008773185328901683,0.0020639582313591123,0.0003215434083601286,0.002412806277745755,0.0016975308641975306,0,0.0012765957446808512,0.001992753623188406,0.0016021361815754338,0.001729559748427673,0.0005197505197505198,0.00036968576709796677,0.00019007917780923916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.327111673521036e-05,0,0,3.068520052778546e-05,9.344484418072234e-05,0,0,0,0,4.457917261055635e-05,0,2.5220680958385883e-05,2.1116202462149214e-05,7.720200027892335e-05,2.3578232575686134e-05,1.6067354349432826e-05,0.00015148452127666763,4.212654815064454e-05
"disease models, animal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.628986714808129e-05,5.601124022176651e-05,6.549208958290529e-05,0,4.0345356249495684e-05,0.00026254707180885597,0.00024795350818792157,0.00016808040966798517,0,0.00011960291831120679,0.0003521173547349819,0.00039874900786321675,3.5294532876857384e-05,0.0004312911422198489,6.516780710329097e-05,0.00024446322111773506,0,0.0002306805074971165,0.0001519369486408572,0.00030896991482845255,3.648969166210545e-05,0.00024849314910166826,0.00023733072734887615,0.00022292059213210654,3.0651340996168593e-05,3.92156862745098e-05,3.372681281618888e-05,0,0.0002216897321792427,0.00011020936250294047,0,6.347072879330943e-05,3.6021757141313356e-05,0,2.7498212616179955e-05,8.156606851549755e-05,6.569343065693429e-05,0,5.943889681407512e-05,2.8943560057887132e-05,9.781784504153625e-05,2.1116202462149208e-05,2.2413483951945488e-05,0.0001149978548341154,5.9650053022269355e-05,0.00010810130323647093,0
disease outbreaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547802269466545,0,0,0,0,0.0003367003367003367,0.0005175983436853002,0,0,0.00038940809968847356,0,0,0,0,0.0006405252306891651,0,6.318316800404372e-05,0,0.00019246759598923945,5.571928453009787e-05,0.00013597513597513598,0.0001455868971792539,0.00034892402283706635,5.586280096084019e-05,7.668177065179506e-05,0,0.00013010668748373666,0.0001375137513751375,0.0001957138663274293,9.754194303550527e-05,0.00031880977683315626,9.477235679896888e-05,3.8968124074507054e-05,0.0002172260236776366,0.00010022841528325078,8.39771582129661e-05,0.0002819428424964757,0.0008725815507300976,0.00020413023508998742,0.00023422117018176132,0.0015138184174254374,0.0009667669024141018,0.0005586682544658862,0.0002307781618126446,0.00042825758119875766,0.0006831228405229001,0.0008373184503181169,0.000931141824500487,0.001866287170186253,0.0013361457383600293,0.0012956713640824298,0.0017165418015010116,0.001776169966134053,0.0016247626686965453,0.0022713569607224317,0.00129977616093135,0.0012504384601689771,0.0007479180673931208,0.00065983581083181,0.0005007760532274072,0.0004072562242420975,0.0004902227344196783,0.00013993259993802295,0.00021060836044305573,0.00013079721370407144,0
epidemiologic methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007062146892655367,0,0,0,0,0,0,0,0,0,0,0,0.00012297097884899166,0,0,0,0,0,0.00026936026936026934,0.0003912843332821851,0.0002357795461243737,7.940960683613136e-05,0.0001245968924069188,0,6.124448799608038e-05,0.0006655350841109355,0.00016382189584803963,4.13907284768212e-05,0,9.75800156128025e-05,0.00011001100110011003,7.688759034291864e-05,0.000178826895565093,0,0.00014685594766588044,4.605323754259923e-05,0.00013069367908077585,0.00011770244821092278,0.00037754730713246,0.0003649448718652872,0.00019649050865412548,0.00015948963317384372,0,6.801333061280012e-05,0,0.00018007996731400988,0,3.6479708162334716e-05,0,0.00023092618634019908,0,6.553079947575362e-05,0,0,0,5.4778012105940677e-05,0.00011131427486961632,0.00013400139827546024,0.00010321614014185932,6.458446356144565e-05,0.000244363992289564,0.00027662594129587904,6.573811578125642e-05,2.449479485609308e-05,8.716354870201025e-05,3.189996172004593e-05,9.380863039399623e-05,0,0
epidemiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007936507936507936,0,0.0014430014430014426,0,0,0,0.0024509803921568627,0,0.0024213075060532693,0.002012072434607646,0,0,0.016553932178932175,0.01036271577555981,0.002314955833079501,0.00626090011683232,0.0027919914670876743,0.0032232462877624167,0.00817698280564345,0.010535958654627251,0.009235474103315513,0.010806387253332592,0.012166704134213158,0.010307496001940447,0.01851687534917349,0.01057106014552823,0.0038172877846790886,0.009668446817979527,0.007182675814751287,0.0028116028116028117,0.003339658011360976,0.006396230182891244,0.01229662025040706,0.016682179541903718,0.010707357242117237,0.008591851523227697,0.013147535093233803,0.013770984569185905,0.009459820533952935,0.009700787618271672,0.01033595089826882,0.008734155288055831,0.00921087183404129,0.009047231936231559,0.011956596818220498,0.008605063963141332,0.008706466280420454,0.013797357994859722,0.010680971244652815,0.011209405238502758,0.007626197626581879,0.00844467324097754,0.010048859172526183,0.008730653774777974,0.01302970541260649,0.01686376388737215,0.01855478830965189,0.024951571857137974,0.02620487889590122,0.022495448051996485,0.02228689818304538,0.021391816506445806,0.017557223359042747,0.018251342703642977,0.018732964115047473,0.023095347462845688,0.02940868989211367,0.02587739605427175,0.03126025892614245,0.03297033192009784,0.031738312395805504,0.025823502864890536,0.03700665250085102,0.028598274631264225,0.02888009404075634,0.031180080662004724,0.0340907234684435,0.03073760055676333,0.02855564761340624,0.03425577125861043,0.033019265521622494,0.03260164945043984,0.023781658415477663,0.004583408083849932
joint diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035218253968253973,0.0012450851900393186,0.0013636683146278027,0.00030266343825665856,0.0007029315440530394,0.0006451612903225806,0.00040992006558721045,0,0.0015698202922872525,0.0005602650297184059,0.0013005646579653802,0.0015445871001426557,0.0006901311249137336,0,0.0013998682476943345,0.0034063937101320284,0.002459280761167554,0.001071001071001071,0.0008984527849375083,0.0002581914260304269,0.0006398246562180988,0.00027473417847749396,0.00012737888677738304,0.0002326217843459223,8.123791102514507e-05,0.00011568613151726608,2.4879335224162814e-05,3.980891719745225e-05,0.0001003921568627451,0,0,0,0.0001589538715864656,0.00013969650933347302,0.00021528525296017227,0.00020863137815927516,8.85582713425434e-05,6.82360968952576e-05,5.332480136511492e-05,6.516780710329099e-05,4.093998198640793e-05,0.0001619559479821489,0,0.0001206902175685814,6.325910931174089e-05,0,6.801333061280012e-05,0,0,0,0,0.00012045290291496024,0,0,0.00010193679918450558,2.7557319223985903e-05,5.040322580645161e-05,0,0,5.31632110579479e-05,0,0,0,0,0,0,0,0,0,0,0,0
